,MovieName,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,Gross_Collection,Certification,votes
905,Valerian and the City of a Thousand Planets, Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna,Action, Adventure, Fantasy,41.19,PG-13 ,"188,225"
906,Tomorrowland, George Clooney, Britt Robertson, Hugh Laurie, Raffey Cassidy,Action, Adventure, Family,93.44,PG ,"186,188"
907,Godzilla, Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston, Ken Watanabe,Action, Adventure, Sci-Fi,200.68,PG-13 ,"422,622"
908,Lucy, Scarlett Johansson, Morgan Freeman, Choi Min-sik, Amr Waked,Action, Sci-Fi, Thriller,126.66,R ,"511,369"
909,Batman v Superman: Dawn of Justice, Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg,Action, Adventure, Sci-Fi,330.36,PG-13 ,"711,689"
910,Triple Frontier, Ben Affleck, Oscar Isaac, Charlie Hunnam, Garrett Hedlund,Action, Thriller,Nan,Nan,R ,"135,828"
911,Last Action Hero, Arnold Schwarzenegger, F. Murray Abraham, Art Carney, Charles Dance,Action, Adventure, Comedy,50.02,PG-13 ,"156,934"
912,Greenland, Gerard Butler, Morena Baccarin, Roger Dale Floyd, Scott Glenn,Action, Thriller,Nan,Nan,PG-13 ,"123,443"
913,The Mummy Returns, Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo,Action, Adventure, Fantasy,202.02,PG-13 ,"334,734"
914,Army of Thieves, Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee, Stuart Martin,Action, Comedy, Crime,Nan,TV-MA ,"82,061"
915,Riddick, Vin Diesel, Karl Urban, Katee Sackhoff, Jordi Mollà,Action, Adventure, Sci-Fi,42.03,R ,"172,653"
916,Death Race, Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane,Action, Sci-Fi, Thriller,36.32,R ,"213,479"
917,The Day After Tomorrow, Dennis Quaid, Jake Gyllenhaal, Emmy Rossum, Dash Mihok,Action, Adventure, Sci-Fi,186.74,PG-13 ,"459,590"
918,The Expendables, Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren,Action, Adventure, Thriller,103.07,R ,"352,869"
919,Alien³, Sigourney Weaver, Charles S. Dutton, Charles Dance, Paul McGann,Action, Horror, Sci-Fi,55.47,R ,"307,433"
920,Star Trek: Nemesis, Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton,Action, Adventure, Sci-Fi,43.25,PG-13 ,"81,593"
921,The Punisher, Thomas Jane, John Travolta, Samantha Mathis, Laura Harring,Action, Crime, Drama,33.81,R ,"164,694"
922,Angel Has Fallen, Gerard Butler, Frederick Schmidt, Danny Huston, Rocci Boy Williams,Action, Thriller,Nan,69.03,R ,"102,904"
923,Need for Speed, Aaron Paul, Dominic Cooper, Imogen Poots, Kid Cudi,Action, Adventure, Thriller,43.58,PG-13 ,"174,174"
924,Salt, Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski,Action, Thriller,Nan,118.31,PG-13 ,"321,217"
925,Hancock, Will Smith, Charlize Theron, Jason Bateman, Jae Head,Action, Comedy, Drama,227.95,PG-13 ,"494,601"
926,The Three Musketeers, Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt,Action, Adventure, Romance,53.90,PG ,"56,905"
927,Savages, Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively, Benicio Del Toro,Action, Crime, Drama,47.38,R ,"132,253"
928,Now You See Me 2, Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco,Action, Adventure, Comedy,65.08,PG-13 ,"302,759"
929,Rat Race, Breckin Meyer, Amy Smart, Whoopi Goldberg, Vince Vieluf,Action, Adventure, Comedy,56.62,PG-13 ,"119,350"
930,The World Is Not Enough, Pierce Brosnan, Sophie Marceau, Robert Carlyle, Denise Richards,Action, Adventure, Thriller,126.94,PG-13 ,"204,792"
931,Live by Night, Ben Affleck, Elle Fanning, Brendan Gleeson, Chris Messina,Action, Crime, Drama,10.38,R ,"58,527"
932,Pain & Gain, Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub,Action, Comedy, Crime,49.88,R ,"222,403"
933,Revenge, Matilda Anna Ingrid Lutz, Kevin Janssens, Vincent Colombe, Guillaume Bouchède,Action, Drama, Horror,0.10,R ,"45,618"
934,Monsters vs, Reese Witherspoon, Rainn Wilson, Stephen Colbert, Seth Rogen,Animation, Action, Adventure,198.35,PG ,"168,760"
935,Tango & Cash, Sylvester Stallone, Kurt Russell, Teri Hatcher, Jack Palance,Action, Comedy, Crime,63.41,R ,"109,427"
936,Predators, Adrien Brody, Laurence Fishburne, Topher Grace, Alice Braga,Action, Adventure, Fantasy,52.00,R ,"236,724"
937,Colombiana, Zoe Saldana, Michael Vartan, Callum Blue, Jordi Mollà,Action, Drama, Thriller,36.67,PG-13 ,"104,014"
938,Star Trek: Insurrection, Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton,Action, Adventure, Sci-Fi,70.12,PG ,"77,303"
939,The Vault, Freddie Highmore, Astrid Bergès-Frisbey, Sam Riley, Liam Cunningham,Action, Adventure, Thriller,Nan,R ,"27,966"
940,The Lone Ranger, Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson,Action, Adventure, Western,89.30,PG-13 ,"239,073"
941,The Angry Birds Movie 2, Jason Sudeikis, Josh Gad, Leslie Jones, Bill Hader,Animation, Action, Adventure,41.66,PG ,"31,998"
942,The Taking of Pelham 123, Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj,Action, Crime, Thriller,65.45,R ,"202,116"
943,The Sum of All Fears, Ben Affleck, Morgan Freeman, Ian Mongrain, Russell Bobbitt,Action, Drama, Thriller,118.91,PG-13 ,"120,192"
944,The Jackal, Bruce Willis, Richard Gere, Sidney Poitier, Diane Venora,Action, Crime, Drama,54.93,R ,"120,475"
945,Killer Elite, Jason Statham, Clive Owen, Robert De Niro, Dominic Purcell,Action, Crime, Thriller,25.12,R ,"132,844"
946,The Purge: Anarchy, Frank Grillo, Carmen Ejogo, Zach Gilford, Kiele Sanchez,Action, Horror, Sci-Fi,71.96,R ,"156,539"
947,Behind Enemy Lines, Gene Hackman, Owen Wilson, Gabriel Macht, Charles Malik Whitfield,Action, Drama, Thriller,59.07,PG-13 ,"108,786"
948,Let's Be Cops, Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev,Action, Comedy, Crime,82.39,R ,"137,034"
949,DragonHeart, Dennis Quaid, Sean Connery, Dina Meyer, Pete Postlethwaite,Action, Adventure, Fantasy,51.37,PG-13 ,"99,548"
950,Kill List, Neil Maskell, MyAnna Buring, Harry Simpson, Michael Smiley,Action, Crime, Horror,0.03,Not Rated ,"42,747"
951,Kickboxer, Jean-Claude Van Damme, Dennis Alexio, Dennis Chan, Michel Qissi,Action, Sport, Thriller,14.70,R ,"57,904"
952,Son of a Gun, Ewan McGregor, Brenton Thwaites, Alicia Vikander, Brendan Kerkvliet,Action, Crime, Drama,0.00,R ,"28,828"
953,Faster, Dwayne Johnson, Billy Bob Thornton, Maggie Grace, Mauricio Lopez,Action, Crime, Drama,23.24,R ,"109,792"
954,Darkman, Liam Neeson, Frances McDormand, Colin Friels, Larry Drake,Action, Sci-Fi, Thriller,33.88,R ,"67,065"
955,Dead Man Down, Colin Farrell, Noomi Rapace, Dominic Cooper, Terrence Howard,Action, Crime, Drama,10.88,R ,"69,056"
956,Daybreakers, Ethan Hawke, Willem Dafoe, Sam Neill, Harriet Minto-Day,Action, Horror, Sci-Fi,30.10,R ,"131,583"
957,The Siege, Denzel Washington, Bruce Willis, Annette Bening, Tony Shalhoub,Action, Thriller,Nan,40.98,R ,"75,297"
958,Here Comes the Boom, Kevin James, Salma Hayek, Henry Winkler, Greg Germann,Action, Comedy, Sport,45.29,PG ,"93,405"
959,Blood Father, Mel Gibson, Erin Moriarty, Diego Luna, Michael Parks,Action, Crime, Drama,Nan,R ,"65,926"
960,Act of Valor, Alex Veadov, Roselyn Sanchez, Nestor Serrano, Rorke Denver,Action, Adventure, Thriller,70.01,R ,"70,322"
961,Shaft, Samuel L. Jackson, Jessie T. Usher, Richard Roundtree, Regina Hall,Action, Comedy, Crime,21.36,R ,"55,971"
962,Contraband, Mark Wahlberg, Giovanni Ribisi, Kate Beckinsale, Robert Wahlberg,Action, Crime, Drama,66.53,R ,"124,583"
963,Basic, John Travolta, Samuel L. Jackson, Connie Nielsen, Tim Daly,Action, Crime, Drama,26.54,R ,"64,465"
964,The Rover, Guy Pearce, Robert Pattinson, Scoot McNairy, David Field,Action, Crime, Drama,1.11,R ,"49,755"
965,Snitch, Dwayne Johnson, Susan Sarandon, Jon Bernthal, Rafi Gavron,Action, Drama, Thriller,42.93,PG-13 ,"90,315"
966,Last Man Standing, Bruce Willis, Bruce Dern, William Sanderson, Christopher Walken,Action, Crime, Drama,17.60,R ,"59,486"
967,The Omega Man, Charlton Heston, Anthony Zerbe, Rosalind Cash, Paul Koslo,Action, Drama, Sci-Fi,8.72,PG ,"32,758"
968,Lock Up, Sylvester Stallone, Donald Sutherland, John Amos, Sonny Landham,Action, Crime, Drama,22.10,R ,"44,650"
969,From Paris with Love, John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden,Action, Crime, Thriller,23.98,R ,"119,302"
970,How I Live Now, Saoirse Ronan, Tom Holland, George MacKay, Harley Bird,Action, Adventure, Drama,0.06,R ,"31,199"
971,The Prophecy, Christopher Walken, Elias Koteas, Virginia Madsen, Eric Stoltz,Action, Crime, Drama,16.12,R ,"32,149"
972,Batman: The Killing Joke, Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise,Animation, Action, Crime,3.78,R ,"59,145"
973,Just Cause, Sean Connery, Laurence Fishburne, Kate Capshaw, Blair Underwood,Action, Crime, Drama,36.85,R ,"28,219"
974,Chaos, Jason Statham, Ryan Phillippe, Wesley Snipes, Henry Czerny,Action, Crime, Drama,Nan,R ,"56,141"
975,Black Death, Eddie Redmayne, Sean Bean, Carice van Houten, Kimberley Nixon,Action, Drama, History,0.02,R ,"49,647"
976,Black and Blue, Naomie Harris, Tyrese Gibson, Frank Grillo, Mike Colter,Action, Thriller,Nan,22.06,R ,"25,175"
977,Final Fantasy: The Spirits Within, Alec Baldwin, Steve Buscemi, Ming-Na Wen, Ving Rhames,Animation, Action, Adventure,32.13,PG-13 ,"82,982"
978,Blood Work, Clint Eastwood, Jeff Daniels, Anjelica Huston, Wanda De Jesus,Action, Crime, Drama,26.20,R ,"46,331"
979,Night Watch, Konstantin Khabenskiy, Vladimir Menshov, Mariya Poroshina, Valeriy Zolotukhin,Action, Fantasy, Horror,1.49,R ,"54,647"
980,Ned Kelly, Heath Ledger, Orlando Bloom, Geoffrey Rush, Naomi Watts,Action, Adventure, Biography,0.07,R ,"27,554"
981,Resident Evil: Degeneration, Paul Mercier, Alyson Court, Laura Bailey, Roger Craig Smith,Animation, Action, Horror,Nan,R ,"32,147"
982,Day Watch, Konstantin Khabenskiy, Mariya Poroshina, Vladimir Menshov, Galina Tyunina,Action, Fantasy, Horror,0.45,R ,"34,888"
983,Redirected, Vinnie Jones, Scot Williams, Gil Darnell, Oliver Jackson,Action, Comedy, Crime,Nan,Not Rated ,"34,318"
984,Operation Fortune: Ruse de Guerre, Jason Statham, Aubrey Plaza, Cary Elwes, Hugh Grant,Action, Comedy, Thriller,Nan,R ,"53,437"
985,Black Adam, Dwayne Johnson, Aldis Hodge, Pierce Brosnan, Noah Centineo,Action, Adventure, Fantasy,168.15,PG-13 ,"245,337"
986,The King's Man, Ralph Fiennes, Gemma Arterton, Rhys Ifans, Harris Dickinson,Action, Adventure, Thriller,37.18,R ,"157,568"
987,Eternals, Gemma Chan, Richard Madden, Angelina Jolie, Salma Hayek,Action, Adventure, Fantasy,164.87,PG-13 ,"358,303"
988,Uncharted, Tom Holland, Mark Wahlberg, Antonio Banderas, Sophia Ali,Action, Adventure,Nan,148.65,PG-13 ,"227,313"
989,Dune, Kyle MacLachlan, Virginia Madsen, Francesca Annis, Leonardo Cimino,Action, Adventure, Sci-Fi,30.93,PG-13 ,"165,624"
990,Godzilla vs, Alexander Skarsgård, Millie Bobby Brown, Rebecca Hall, Brian Tyree Henry,Action, Sci-Fi, Thriller,100.92,PG-13 ,"219,416"
991,Waterworld, Kevin Costner, Jeanne Tripplehorn, Dennis Hopper, Tina Majorino,Action, Adventure, Sci-Fi,88.25,PG-13 ,"202,093"
992,Red Notice, Dwayne Johnson, Ryan Reynolds, Gal Gadot, Ritu Arya,Action, Comedy, Thriller,Nan,PG-13 ,"290,282"
993,Sky High, Kurt Russell, Kelly Preston, Michael Angarano, Danielle Panabaker,Action, Comedy, Family,63.95,PG ,"90,664"
994,Spider-Man 3, Tobey Maguire, Kirsten Dunst, Topher Grace, Thomas Haden Church,Action, Adventure, Sci-Fi,336.53,PG-13 ,"606,953"
995,Ghost in the Shell, Scarlett Johansson, Pilou Asbæk, Takeshi Kitano, Juliette Binoche,Action, Crime, Drama,40.56,PG-13 ,"220,440"
996,Terminator Genisys, Arnold Schwarzenegger, Jason Clarke, Emilia Clarke, Jai Courtney,Action, Adventure, Sci-Fi,89.76,PG-13 ,"284,205"
997,Polar, Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick, Fei Ren,Action, Thriller,Nan,Nan,TV-MA ,"94,104"
998,Ocean's Eight, Sandra Bullock, Cate Blanchett, Anne Hathaway, Mindy Kaling,Action, Comedy, Crime,140.22,PG-13 ,"228,953"
999,Tomb Raider, Alicia Vikander, Dominic West, Walton Goggins, Daniel Wu,Action, Adventure, Fantasy,58.25,PG-13 ,"219,483"
1000,The Shallows, Blake Lively, Óscar Jaenada, Angelo Josue Lozano Corzo, Joseph Salas,Action, Drama, Horror,55.12,PG-13 ,"137,612"
1001,Knight and Day, Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi Mollà,Action, Adventure, Comedy,76.42,PG-13 ,"202,287"
1002,Terminator 3: Rise of the Machines, Arnold Schwarzenegger, Nick Stahl, Kristanna Loken, Claire Danes,Action, Sci-Fi,Nan,150.37,R ,"407,468"
1003,King Arthur, Clive Owen, Stephen Dillane, Keira Knightley, Ioan Gruffudd,Action, Adventure, Drama,51.88,PG-13 ,"171,593"
1004,The Bodyguard, Kevin Costner, Whitney Houston, Gary Kemp, Bill Cobbs,Action, Drama, Music,121.95,R ,"141,048"
1005,Red Dawn, Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen,Action, Drama, Thriller,38.38,PG-13 ,"60,068"
1006,Central Intelligence, Dwayne Johnson, Kevin Hart, Danielle Nicolet, Amy Ryan,Action, Comedy, Crime,127.44,PG-13 ,"199,873"
1007,The Last Stand, Arnold Schwarzenegger, Forest Whitaker, Johnny Knoxville, Rodrigo Santoro,Action, Thriller, Western,12.05,R ,"142,218"
1008,The American, George Clooney, Paolo Bonacelli, Violante Placido, Irina Björklund,Action, Crime, Drama,35.61,R ,"99,848"
1009,Miss Congeniality, Sandra Bullock, Michael Caine, Benjamin Bratt, Candice Bergen,Action, Comedy, Crime,106.81,PG-13 ,"218,596"
1010,White House Down, Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke,Action, Drama, Thriller,73.10,PG-13 ,"228,291"
1011,Sand Castle, Nicholas Hoult, Logan Marshall-Green, Henry Cavill, Glen Powell,Action, Drama, War,Nan,TV-MA ,"25,219"
1012,The Collector, Josh Stewart, Andrea Roth, Juan Fernández, William Prael,Action, Horror, Thriller,7.71,R ,"68,361"
1013,Bright, Will Smith, Joel Edgerton, Noomi Rapace, Edgar Ramírez,Action, Fantasy, Thriller,Nan,TV-MA ,"194,739"
1014,Ninja Assassin, Rain, Rick Yune, Naomie Harris, Joon Lee,Action, Thriller,Nan,38.11,R ,"73,798"
1015,Maze Runner: The Scorch Trials, Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster, Giancarlo Esposito,Action, Adventure, Sci-Fi,81.70,PG-13 ,"260,560"
1016,Every Which Way But Loose, Clint Eastwood, Sondra Locke, Geoffrey Lewis, Beverly D'Angelo,Action, Comedy,Nan,106.00,PG ,"28,696"
1017,A View to a Kill, Roger Moore, Christopher Walken, Tanya Roberts, Grace Jones,Action, Adventure, Thriller,50.33,PG ,"101,029"
1018,Guns Akimbo, Daniel Radcliffe, Samara Weaving, Ned Dennehy, Natasha Liu Bordizzo,Action, Comedy, Crime,Nan,R ,"64,631"
1019,Once Upon a Time in Mexico, Antonio Banderas, Salma Hayek, Johnny Depp, Willem Dafoe,Action, Crime, Thriller,56.36,R ,"165,758"
1020,The Angry Birds Movie, Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph,Animation, Action, Adventure,107.51,PG ,"97,449"
1021,Spectral, James Badge Dale, Emily Mortimer, Bruce Greenwood, Max Martini,Action, Adventure, Sci-Fi,Nan,PG-13 ,"61,618"
1022,Predator 2, Danny Glover, Gary Busey, Kevin Peter Hall, Rubén Blades,Action, Horror, Sci-Fi,30.67,R ,"174,402"
1023,Criminal, Kevin Costner, Ryan Reynolds, Gal Gadot, Gary Oldman,Action, Sci-Fi, Thriller,14.27,R ,"68,119"
1024,Transporter 2, Jason Statham, Amber Valletta, Kate Nauta, Alessandro Gassmann,Action, Crime, Thriller,43.10,PG-13 ,"208,100"
1025,Scouts Guide to the Zombie Apocalypse, Tye Sheridan, Logan Miller, Joey Morgan, Sarah Dumont,Action, Comedy, Horror,3.64,R ,"52,498"
1026,Unlocked, Noomi Rapace, Orlando Bloom, Toni Collette, John Malkovich,Action, Thriller,Nan,Nan,R ,"36,963"
1027,Beowulf, Ray Winstone, Crispin Glover, Angelina Jolie, Robin Wright,Animation, Action, Adventure,82.16,PG-13 ,"170,758"
1028,Entrapment, Sean Connery, Catherine Zeta-Jones, Ving Rhames, Will Patton,Action, Crime, Romance,87.70,PG-13 ,"120,113"
1029,Revolver, Jason Statham, Ray Liotta, André 3000, Vincent Pastore,Action, Crime, Drama,0.08,R ,"99,001"
1030,Osmosis Jones, Laurence Fishburne, Chris Rock, David Hyde Pierce, Brandy Norwood,Animation, Action, Adventure,13.60,PG ,"37,330"
1031,The Commuter, Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks,Action, Mystery, Thriller,36.34,PG-13 ,"119,466"
1032,#Alive, Yoo Ah-in, Park Shin-Hye, Jeon Bae-soo, Hyun-Wook Lee,Action, Drama, Horror,Nan,TV-MA ,"43,349"
1033,The Take, Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly,Action, Crime, Drama,0.04,R ,"46,919"
1034,Risen, Joseph Fiennes, Tom Felton, Peter Firth, Cliff Curtis,Action, Drama, History,36.87,PG-13 ,"29,529"
1035,Run Hide Fight, Isabel May, Radha Mitchell, Thomas Jane, Eli Brown,Action, Crime, Drama,Nan,TV-MA ,"25,291"
1036,My Spy, Dave Bautista, Chloe Coleman, Parisa Fitz-Henley, Kristen Schaal,Action, Comedy,Nan,Nan,PG-13 ,"32,374"
1037,Death Wish, Bruce Willis, Vincent D'Onofrio, Elisabeth Shue, Camila Morrone,Action, Crime, Drama,34.02,R ,"74,038"
1038,This Means War, Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger,Action, Comedy, Romance,54.76,PG-13 ,"190,310"
1039,Surrogates, Bruce Willis, Radha Mitchell, Ving Rhames, Rosamund Pike,Action, Sci-Fi, Thriller,38.58,PG-13 ,"177,645"
1040,The Black Cauldron, Grant Bardsley, Freddie Jones, Susan Sheridan, Nigel Hawthorne,Animation, Action, Adventure,21.29,PG ,"38,286"
1041,Triple 9, Casey Affleck, Chiwetel Ejiofor, Anthony Mackie, Aaron Paul,Action, Crime, Thriller,12.63,R ,"74,393"
1042,Paycheck, Ben Affleck, Aaron Eckhart, Uma Thurman, Michael C. Hall,Action, Mystery, Sci-Fi,53.79,PG-13 ,"110,792"
1043,Blue Streak, Martin Lawrence, Luke Wilson, Peter Greene, Dave Chappelle,Action, Comedy, Crime,68.52,PG-13 ,"85,881"
1044,Centurion, Michael Fassbender, Dominic West, Olga Kurylenko, Andreas Wisniewski,Action, Drama, History,0.12,R ,"84,401"
1045,Mr, Anna Kendrick, Sam Rockwell, Tim Roth, James Ransone,Action, Comedy, Romance,0.03,R ,"58,073"
1046,Free Fire, Sharlto Copley, Brie Larson, Armie Hammer, Cillian Murphy,Action, Comedy, Crime,1.80,R ,"48,213"
1047,Escape from the Planet of the Apes, Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy,Action, Sci-Fi,Nan,12.30,G ,"36,905"
1048,Johnny English Reborn, Rowan Atkinson, Rosamund Pike, Dominic West, Roger Barclay,Action, Adventure, Comedy,8.31,PG ,"135,268"
1049,Nick of Time, Johnny Depp, Christopher Walken, Courtney Chase, Charles S. Dutton,Action, Crime, Drama,8.17,R ,"43,945"
1050,The Dead Pool, Clint Eastwood, Liam Neeson, Patricia Clarkson, Evan C. Kim,Action, Crime, Mystery,37.90,R ,"47,311"
1051,Repo Men, Jude Law, Forest Whitaker, Alice Braga, Liev Schreiber,Action, Sci-Fi, Thriller,13.79,R ,"108,747"
1052,Underworld: Awakening, Kate Beckinsale, Michael Ealy, India Eisley, Stephen Rea,Action, Fantasy, Horror,62.32,R ,"157,701"
1053,Assassins, Sylvester Stallone, Antonio Banderas, Julianne Moore, Anatoli Davydov,Action, Crime, Thriller,30.31,R ,"85,711"
1054,Proof of Life, Meg Ryan, Russell Crowe, David Morse, Pamela Reed,Action, Drama, Thriller,32.60,R ,"57,986"
1055,Assault on Precinct 13, Ethan Hawke, Laurence Fishburne, Gabriel Byrne, Maria Bello,Action, Crime, Drama,19.98,R ,"80,369"
1056,Charlie Countryman, Shia LaBeouf, Evan Rachel Wood, Mads Mikkelsen, Til Schweiger,Action, Comedy, Drama,0.01,R ,"29,144"
1057,Formula 51, Samuel L. Jackson, Robert Carlyle, Emily Mortimer, Nigel Whitmey,Action, Comedy, Crime,5.20,R ,"50,145"
1058,7500, Joseph Gordon-Levitt, Omid Memar, Aylin Tezel, Carlo Kitzlinger,Action, Drama, Thriller,Nan,R ,"30,459"
1059,ARQ, Robbie Amell, Rachael Taylor, Shaun Benson, Gray Powell,Action, Sci-Fi, Thriller,Nan,TV-MA ,"40,453"
1060,Toofaan, Farhan Akhtar, Mrunal Thakur, Paresh Rawal, Mohan Agashe,Action, Drama, Sport,Nan,UA ,"51,770"
1061,Ant-Man and the Wasp: Quantumania, Paul Rudd, Evangeline Lilly, Michael Douglas, Michelle Pfeiffer,Action, Adventure, Comedy,Nan,PG-13 ,"149,782"
1062,Thor: Love and Thunder, Chris Hemsworth, Natalie Portman, Christian Bale, Tessa Thompson,Action, Adventure, Comedy,343.26,PG-13 ,"362,469"
1063,Kindergarten Cop, Arnold Schwarzenegger, Penelope Ann Miller, Pamela Reed, Linda Hunt,Action, Comedy, Crime,91.46,PG-13 ,"155,364"
1064,Pearl Harbor, Ben Affleck, Kate Beckinsale, Josh Hartnett, William Lee Scott,Action, Drama, History,198.54,PG-13 ,"340,690"
1065,Indiana Jones and the Kingdom of the Crystal Skull, Harrison Ford, Cate Blanchett, Shia LaBeouf, Karen Allen,Action, Adventure,Nan,317.10,PG-13 ,"464,820"
1066,Dick Tracy, Warren Beatty, Madonna, Al Pacino, Charlie Korsmo,Action, Comedy, Crime,103.74,PG ,"63,717"
1067,Terminator: Dark Fate, Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis, Natalia Reyes,Action, Adventure, Sci-Fi,62.25,R ,"184,253"
1068,Knowing, Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson,Action, Mystery, Sci-Fi,79.96,PG-13 ,"240,196"
1069,Transformers: Dark of the Moon, Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson, Josh Duhamel,Action, Adventure, Sci-Fi,352.39,PG-13 ,"417,657"
1070,The Karate Kid, Jackie Chan, Jaden Smith, Taraji P. Henson, Wenwen Han,Action, Drama, Family,176.59,PG ,"192,973"
1071,The Legend of Tarzan, Alexander Skarsgård, Rory J Saper, Christian Stevens, Christoph Waltz,Action, Adventure, Drama,126.64,PG-13 ,"181,229"
1072,Men in Black II, Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle,Action, Adventure, Comedy,190.42,PG-13 ,"386,324"
1073,Austin Powers in Goldmember, Mike Myers, Beyoncé, Seth Green, Michael York,Action, Adventure, Comedy,213.31,PG-13 ,"215,635"
1074,Hitman, Timothy Olyphant, Dougray Scott, Olga Kurylenko, Robert Knepper,Action, Crime, Thriller,39.69,R ,"173,754"
1075,Kate, Mary Elizabeth Winstead, Woody Harrelson, Miku Patricia Martineau, Tadanobu Asano,Action, Adventure, Crime,Nan,R ,"65,807"
1076,Alien: Resurrection, Sigourney Weaver, Winona Ryder, Dominique Pinon, Ron Perlman,Action, Horror, Sci-Fi,47.75,R ,"254,007"
1077,300: Rise of an Empire, Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson,Action, Drama,Nan,106.58,R ,"307,632"
1078,Deep Impact, Robert Duvall, Téa Leoni, Elijah Wood, Morgan Freeman,Action, Drama, Sci-Fi,140.46,PG-13 ,"183,153"
1079,In the Shadow of the Moon, Boyd Holbrook, Cleopatra Coleman, Bokeem Woodbine, Michael C. Hall,Action, Crime, Mystery,Nan,TV-MA ,"56,355"
1080,Inferno, Tom Hanks, Felicity Jones, Irrfan Khan, Ben Foster,Action, Adventure, Crime,34.34,PG-13 ,"182,069"
1081,Total Recall, Colin Farrell, Bokeem Woodbine, Bryan Cranston, Kate Beckinsale,Action, Adventure, Sci-Fi,58.88,PG-13 ,"259,617"
1082,Zathura: A Space Adventure, Josh Hutcherson, Jonah Bobo, Dax Shepard, Tim Robbins,Action, Adventure, Comedy,29.26,PG ,"109,399"
1083,3 Days to Kill, Kevin Costner, Hailee Steinfeld, Connie Nielsen, Amber Heard,Action, Drama, Thriller,30.70,PG-13 ,"95,430"
1084,Dracula Untold, Luke Evans, Dominic Cooper, Sarah Gadon, Art Parkinson,Action, Drama, Fantasy,56.28,PG-13 ,"201,029"
1085,Parker, Jason Statham, Jennifer Lopez, Michael Chiklis, Nick Nolte,Action, Crime, Thriller,17.62,R ,"125,721"
1086,47 Ronin, Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki, Tadanobu Asano,Action, Drama, Fantasy,38.36,PG-13 ,"165,020"
1087,Reign of Fire, Matthew McConaughey, Christian Bale, Izabella Scorupco, Gerard Butler,Action, Adventure, Fantasy,43.06,PG-13 ,"140,584"
1088,Time Trap, Reiley McClendon, Cassidy Gifford, Brianne Howey, Olivia Draguicevich,Action, Adventure, Mystery,Nan,Not Rated ,"39,763"
1089,Maze Runner: The Death Cure, Dylan O'Brien, Ki Hong Lee, Kaya Scodelario, Thomas Brodie-Sangster,Action, Adventure, Sci-Fi,58.03,PG-13 ,"149,239"
1090,The Losers, Idris Elba, Zoe Saldana, Jeffrey Dean Morgan, Chris Evans,Action, Adventure, Comedy,23.58,PG-13 ,"104,521"
1091,The Cannonball Run, Burt Reynolds, Roger Moore, Farrah Fawcett, Dom DeLuise,Action, Comedy, Sport,72.18,PG ,"38,059"
1092,Keanu, Keegan-Michael Key, Jordan Peele, Tiffany Haddish, Method Man,Action, Comedy, Crime,20.57,R ,"50,300"
1093,Small Soldiers, Kirsten Dunst, Gregory Smith, David Cross, Jay Mohr,Action, Adventure, Comedy,54.68,PG-13 ,"102,331"
1094,Jack the Giant Slayer, Nicholas Hoult, Stanley Tucci, Ewan McGregor, Bill Nighy,Action, Adventure, Fantasy,65.19,PG-13 ,"142,511"
