,MovieName,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,Gross_Collection,Certification,votes
1095,Spenser Confidential, Mark Wahlberg, Winston Duke, Alan Arkin, Iliza Shlesinger,Action, Comedy, Crime,Nan,R ,"92,519"
1096,Taken 2, Liam Neeson, Famke Janssen, Maggie Grace, Leland Orser,Action, Crime, Thriller,139.85,PG-13 ,"313,528"
1097,The Brothers Grimsby, Sacha Baron Cohen, Mark Strong, Rebel Wilson, Freddie Crowder,Action, Adventure, Comedy,6.86,R ,"106,491"
1098,Deliver Us from Evil, Eric Bana, Edgar Ramírez, Olivia Munn, Chris Coy,Action, Adventure, Crime,30.58,R ,"80,783"
1099,Takers, Chris Brown, Hayden Christensen, Matt Dillon, Michael Ealy,Action, Crime, Drama,57.74,PG-13 ,"64,209"
1100,Hard Target, Jean-Claude Van Damme, Lance Henriksen, Yancy Butler, Chuck Pfarrer,Action, Crime, Thriller,32.59,R ,"53,641"
1101,Transcendence, Johnny Depp, Rebecca Hall, Morgan Freeman, Cillian Murphy,Action, Drama, Sci-Fi,23.02,PG-13 ,"233,237"
1102,The Divergent Series: Insurgent, Shailene Woodley, Ansel Elgort, Theo James, Kate Winslet,Action, Adventure, Sci-Fi,130.18,PG-13 ,"245,040"
1103,Walking Tall, Dwayne Johnson, Ashley Scott, Johnny Knoxville, Michael Bowen,Action, Crime,Nan,46.44,PG-13 ,"81,462"
1104,Rush Hour 3, Jackie Chan, Chris Tucker, Max von Sydow, Hiroyuki Sanada,Action, Comedy, Crime,140.13,PG-13 ,"174,833"
1105,American Assassin, Dylan O'Brien, Michael Keaton, Sanaa Lathan, Taylor Kitsch,Action, Thriller,Nan,36.25,R ,"85,626"
1106,Mad Max Beyond Thunderdome, Mel Gibson, Tina Turner, Bruce Spence, Adam Cockburn,Action, Adventure, Sci-Fi,36.20,PG-13 ,"141,203"
1107,Copshop, Gerard Butler, Frank Grillo, Alexis Louder, Toby Huss,Action, Thriller,Nan,Nan,R ,"34,457"
1108,Cold Pursuit, Liam Neeson, Laura Dern, Micheál Neeson, Michael Eklund,Action, Comedy, Crime,32.14,R ,"72,368"
1109,War, Jet Li, Jason Statham, Nadine Velazquez, John Lone,Action, Crime, Thriller,22.49,R ,"94,002"
1110,The Wall, Aaron Taylor-Johnson, John Cena, Laith Nakli,Nan,Action, Drama, Thriller,1.80,R ,"28,584"
1111,Eraser, Arnold Schwarzenegger, Vanessa Williams, James Caan, James Coburn,Action, Crime, Thriller,101.30,R ,"114,792"
1112,Jack Ryan: Shadow Recruit, Chris Pine, Kevin Costner, Keira Knightley, Kenneth Branagh,Action, Drama, Thriller,50.58,PG-13 ,"134,926"
1113,Tower Heist, Eddie Murphy, Ben Stiller, Casey Affleck, Alan Alda,Action, Comedy, Crime,78.05,PG-13 ,"147,752"
1114,Moonraker, Roger Moore, Lois Chiles, Michael Lonsdale, Richard Kiel,Action, Adventure, Sci-Fi,70.31,PG ,"104,517"
1115,Stuber, Dave Bautista, Kumail Nanjiani, Mira Sorvino, Natalie Morales,Action, Comedy, Crime,22.37,R ,"49,458"
1116,Resident Evil: Extinction, Milla Jovovich, Ali Larter, Oded Fehr, Iain Glen,Action, Horror, Sci-Fi,50.65,R ,"200,101"
1117,Next, Nicolas Cage, Julianne Moore, Jessica Biel, Thomas Kretschmann,Action, Sci-Fi, Thriller,18.21,PG-13 ,"162,335"
1118,Feast, Navi Rawat, Krista Allen, Balthazar Getty, Judah Friedlander,Action, Comedy, Horror,0.05,R ,"32,828"
1119,Death Race 2000, David Carradine, Sylvester Stallone, Simone Griffeth, Mary Woronov,Action, Comedy, Sci-Fi,8.00,R ,"29,198"
1120,The Saint, Val Kilmer, Elisabeth Shue, Rade Serbedzija, Valeriy Nikolaev,Action, Adventure, Romance,61.36,PG-13 ,"70,468"
1121,The Silencing, Nikolaj Coster-Waldau, Caleb Ellsworth-Clark, Josh Cruddas, Annabelle Wallis,Action, Crime, Mystery,Nan,R ,"28,218"
1122,Johnny English, Rowan Atkinson, John Malkovich, Natalie Imbruglia, Tasha de Vasconcelos,Action, Adventure, Comedy,28.08,PG ,"166,509"
1123,The Outsider, Jared Leto, Tadanobu Asano, Kippei Shîna, Shioli Kutsuna,Action, Crime, Drama,Nan,TV-MA ,"27,501"
1124,The November Man, Pierce Brosnan, Luke Bracey, Olga Kurylenko, Bill Smitrovich,Action, Thriller,Nan,24.98,R ,"69,179"
1125,Redemption, Jason Statham, Agata Buzek, Vicky McClure, Benedict Wong,Action, Crime, Drama,0.03,R ,"74,360"
1126,Blown Away, Jeff Bridges, Tommy Lee Jones, Suzy Amis, Lloyd Bridges,Action, Crime, Drama,30.16,R ,"32,461"
1127,Astro Boy, Freddie Highmore, Nicolas Cage, Kristen Bell, Charlize Theron,Animation, Action, Adventure,19.55,PG ,"38,202"
1128,The Toxic Avenger, Andree Maranda, Mitch Cohen, Jennifer Babtist, Cindy Manion,Action, Comedy, Horror,Nan,R ,"30,030"
1129,Lionheart, Jean-Claude Van Damme, Harrison Page, Deborah Rennard, Lisa Pelikan,Action, Crime, Drama,24.08,R ,"37,871"
1130,Rogue, Michael Vartan, Radha Mitchell, Sam Worthington, Caroline Brazier,Action, Drama, Horror,0.01,R ,"32,025"
1131,Captain Underpants: The First Epic Movie, Kevin Hart, Thomas Middleditch, Ed Helms, Nick Kroll,Animation, Action, Adventure,73.92,PG ,"30,177"
1132,The Devil's Own, Harrison Ford, Brad Pitt, Margaret Colin, Rubén Blades,Action, Crime, Drama,42.87,R ,"68,295"
1133,Outlander, Jim Caviezel, Sophia Myles, Ron Perlman, Jack Huston,Action, Adventure, Sci-Fi,0.16,R ,"76,974"
1134,Shanghai Knights, Jackie Chan, Owen Wilson, Fann Wong, Aaron Taylor-Johnson,Action, Adventure, Comedy,60.48,PG-13 ,"109,286"
1135,Loaded Weapon 1, Emilio Estevez, Samuel L. Jackson, Jon Lovitz, Tim Curry,Action, Comedy, Crime,27.98,PG-13 ,"49,755"
1136,Rising Sun, Sean Connery, Wesley Snipes, Harvey Keitel, Cary-Hiroyuki Tagawa,Action, Crime, Drama,63.10,R ,"47,159"
1137,Kung Pow: Enter the Fist, Steve Oedekerk, Fei Lung, Leo Lee, Ling-Ling Hsieh,Action, Comedy,Nan,16.03,PG-13 ,"47,341"
1138,TMNT, Patrick Stewart, Mako, Chris Evans, Sarah Michelle Gellar,Animation, Action, Adventure,54.15,PG ,"66,229"
1139,Johnny English Strikes Again, Rowan Atkinson, Ben Miller, Olga Kurylenko, Emma Thompson,Action, Adventure, Comedy,4.41,PG ,"77,610"
1140,Destroyer, Nicole Kidman, Toby Kebbell, Tatiana Maslany, Sebastian Stan,Action, Crime, Drama,1.53,R ,"30,702"
1141,Pokémon: The First Movie - Mewtwo Strikes Back, Veronica Taylor, Rachael Lillis, Eric Stuart, Rica Matsumoto,Animation, Action, Adventure,85.74,G ,"44,367"
1142,The Eagle, Channing Tatum, Jamie Bell, Donald Sutherland, István Göz,Action, Adventure, Drama,19.49,PG-13 ,"71,979"
1143,The Boondock Saints II: All Saints Day, Sean Patrick Flanery, Norman Reedus, Billy Connolly, Clifton Collins Jr.,Action, Thriller,Nan,10.27,R ,"65,687"
1144,After the Sunset, Pierce Brosnan, Salma Hayek, Woody Harrelson, Don Cheadle,Action, Comedy, Crime,28.33,PG-13 ,"48,730"
1145,Last Knights, Clive Owen, Morgan Freeman, Aksel Hennie, Payman Maadi,Action, Drama, History,Nan,R ,"44,264"
1146,Money Talks, Charlie Sheen, Chris Tucker, Heather Locklear, Elise Neal,Action, Comedy, Crime,41.07,R ,"30,383"
1147,A Lonely Place to Die, Alec Newman, Ed Speleers, Melissa George, Kate Magowan,Action, Adventure, Crime,Nan,R ,"30,010"
1148,Mr, Jackie Chan, Richard Norton, Miki Lee, Karen McLymont,Action, Adventure, Comedy,12.67,PG-13 ,"27,950"
1149,The Warrior's Way, Jang Dong-Gun, Kate Bosworth, Geoffrey Rush, Danny Huston,Action, Drama, Fantasy,5.66,R ,"26,785"
1150,The Legend of Tomiris, Ghassan Massoud, Eduardo Minett, Aizhan Lighg, Yerden Telemissov,Action, Drama, History,Nan,TV-14 ,"42,612"
1151,Ong Bak 2, Tony Jaa, Sarunyu Wongkrachang, Sorapong Chatree, Primrata Dej-Udom,Action,Nan,Nan,0.10,R ,"31,300"
1152,Dabangg, Salman Khan, Sonakshi Sinha, Sonu Sood, Arbaaz Khan,Action, Comedy, Crime,4.63,Not Rated ,"33,372"
1153,The Lost City, Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph,Action, Adventure, Comedy,105.34,PG-13 ,"133,926"
1154,Jurassic World: Fallen Kingdom, Chris Pratt, Bryce Dallas Howard, Rafe Spall, Justice Smith,Action, Adventure, Sci-Fi,417.72,PG-13 ,"326,983"
1155,Day Shift, Jamie Foxx, Dave Franco, Natasha Liu Bordizzo, Meagan Good,Action, Comedy, Fantasy,Nan,R ,"82,942"
1156,Mission: Impossible II, Tom Cruise, Dougray Scott, Thandiwe Newton, Ving Rhames,Action, Adventure, Thriller,215.41,PG-13 ,"352,335"
1157,Ambulance, Jake Gyllenhaal, Yahya Abdul-Mateen II, Eiza González, Garret Dillahunt,Action, Crime, Drama,22.78,R ,"82,644"
1158,6 Underground, Ryan Reynolds, Mélanie Laurent, Manuel Garcia-Rulfo, Ben Hardy,Action, Thriller,Nan,Nan,R ,"185,129"
1159,Rampage, Dwayne Johnson, Naomie Harris, Malin Akerman, Jeffrey Dean Morgan,Action, Adventure, Sci-Fi,101.03,PG-13 ,"175,275"
1160,Justice League, Ben Affleck, Gal Gadot, Jason Momoa, Ezra Miller,Action, Adventure, Fantasy,229.02,PG-13 ,"462,672"
1161,Lou, Allison Janney, Jurnee Smollett, Logan Marshall-Green, Ridley Asha Bateman,Action, Crime, Drama,Nan,R ,"29,504"
1162,Jack Reacher: Never Go Back, Tom Cruise, Cobie Smulders, Aldis Hodge, Robert Knepper,Action, Crime, Drama,58.70,PG-13 ,"164,959"
1163,Lightyear, Chris Evans, Keke Palmer, Peter Sohn, Taika Waititi,Animation, Action, Adventure,118.31,PG ,"113,593"
1164,Mortal Engines, Hera Hilmar, Robert Sheehan, Hugo Weaving, Jihae,Action, Adventure, Fantasy,15.95,PG-13 ,"130,743"
1165,San Andreas, Dwayne Johnson, Carla Gugino, Alexandra Daddario, Colton Haynes,Action, Adventure, Thriller,155.19,PG-13 ,"245,680"
1166,Superman Returns, Brandon Routh, Kevin Spacey, Kate Bosworth, James Marsden,Action, Adventure, Sci-Fi,200.08,PG-13 ,"287,094"
1167,Rambo: Last Blood, Sylvester Stallone, Paz Vega, Sergio Peris-Mencheta, Adriana Barraza,Action, Crime, Thriller,44.82,R ,"103,120"
1168,RoboCop, Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish,Action, Crime, Sci-Fi,58.61,PG-13 ,"233,354"
1169,The Expendables 3, Sylvester Stallone, Jason Statham, Jet Li, Antonio Banderas,Action, Adventure, Thriller,39.32,PG-13 ,"187,543"
1170,I Am Number Four, Alex Pettyfer, Timothy Olyphant, Dianna Agron, Teresa Palmer,Action, Adventure, Sci-Fi,55.10,PG-13 ,"241,714"
1171,Lifeforce, Steve Railsback, Mathilda May, Peter Firth, Frank Finlay,Action, Horror, Mystery,11.60,R ,"27,399"
1172,Snow White and the Huntsman, Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin,Action, Adventure, Drama,155.33,PG-13 ,"294,885"
1173,Jumper, Hayden Christensen, Samuel L. Jackson, Jamie Bell, Rachel Bilson,Action, Adventure, Sci-Fi,80.17,PG-13 ,"313,508"
1174,Hitman's Wife's Bodyguard, Ryan Reynolds, Samuel L. Jackson, Salma Hayek, Antonio Banderas,Action, Comedy, Crime,Nan,R ,"99,414"
1175,Mile 22, Mark Wahlberg, Lauren Cohan, Iko Uwais, John Malkovich,Action, Thriller,Nan,36.11,R ,"83,095"
1176,Blood Red Sky, Peri Baumeister, Carl Anton Koch, Alexander Scheer, Kais Setti,Action, Adventure, Drama,Nan,TV-MA ,"51,389"
1177,Die Another Day, Pierce Brosnan, Halle Berry, Rosamund Pike, Toby Stephens,Action, Adventure, Thriller,160.94,PG-13 ,"223,436"
1178,Code 8, Kari Matchett, Robbie Amell, Penny Eizenga, Lawrence Bayne,Action, Crime, Drama,Nan,Not Rated ,"41,793"
1179,The Huntsman: Winter's War, Chris Hemsworth, Jessica Chastain, Charlize Theron, Emily Blunt,Action, Adventure, Drama,48.39,PG-13 ,"114,068"
1180,Crawl, Kaya Scodelario, Barry Pepper, Morfydd Clark, Ross Anderson,Action, Adventure, Horror,39.01,R ,"88,249"
1181,Days of Thunder, Tom Cruise, Nicole Kidman, Robert Duvall, Randy Quaid,Action, Drama, Sport,82.67,PG-13 ,"92,270"
1182,Vampires, James Woods, Daniel Baldwin, Sheryl Lee, Thomas Ian Griffith,Action, Horror, Thriller,20.24,R ,"61,363"
1183,Resident Evil: Apocalypse, Milla Jovovich, Sienna Guillory, Eric Mabius, Oded Fehr,Action, Horror, Sci-Fi,51.20,R ,"204,318"
1184,Dora and the Lost City of Gold, Isabela Merced, Eugenio Derbez, Michael Peña, Eva Longoria,Action, Adventure, Comedy,60.48,PG ,"32,259"
1185,The Karate Kid Part II, Pat Morita, Ralph Macchio, Pat E. Johnson, Bruce Malmuth,Action, Family, Sport,115.10,PG ,"94,015"
1186,The Sentinel, Michael Douglas, Kiefer Sutherland, Kim Basinger, Eva Longoria,Action, Crime, Thriller,36.28,PG-13 ,"50,729"
1187,The Postman, Kevin Costner, Will Patton, Larenz Tate, Olivia Williams,Action, Adventure, Drama,17.63,R ,"75,911"
1188,Krull, Ken Marshall, Lysette Anthony, Freddie Jones, Francesca Annis,Action, Adventure, Fantasy,16.52,PG ,"34,817"
1189,The Protégé, Michael Keaton, Maggie Q, Samuel L. Jackson, David Rintoul,Action, Thriller,Nan,Nan,R ,"34,816"
1190,The Sorcerer's Apprentice, Nicolas Cage, Jay Baruchel, Alfred Molina, Teresa Palmer,Action, Adventure, Family,63.15,PG ,"165,760"
1191,Mystery Men, Ben Stiller, Janeane Garofalo, William H. Macy, Hank Azaria,Action, Comedy, Fantasy,29.76,PG-13 ,"68,763"
1192,Never Say Never Again, Sean Connery, Kim Basinger, Klaus Maria Brandauer, Max von Sydow,Action, Adventure, Thriller,55.50,PG ,"70,185"
1193,The Girl in the Spider's Web, Claire Foy, Beau Gadsdon, Sverrir Gudnason, LaKeith Stanfield,Action, Crime, Drama,14.84,R ,"49,439"
1194,The Collection, Josh Stewart, Emma Fitzpatrick, Christopher McDonald, Randall Archer,Action, Adventure, Horror,12.84,R ,"51,792"
1195,Push, Camilla Belle, Dakota Fanning, Chris Evans, Colin Ford,Action, Sci-Fi, Thriller,31.81,PG-13 ,"113,524"
1196,Hansel & Gretel: Witch Hunters, Jeremy Renner, Gemma Arterton, Peter Stormare, Famke Janssen,Action, Fantasy, Horror,55.70,R ,"211,106"
1197,Blitz, Jason Statham, Paddy Considine, Aidan Gillen, Zawe Ashton,Action, Crime, Thriller,Nan,R ,"88,838"
1198,Universal Soldier, Jean-Claude Van Damme, Dolph Lundgren, Ally Walker, Ed O'Ross,Action, Sci-Fi,Nan,36.30,R ,"92,802"
1199,Crank: High Voltage, Jason Statham, Amy Smart, Clifton Collins Jr., Dwight Yoakam,Action, Crime, Thriller,13.63,R ,"153,990"
1200,Sky Captain and the World of Tomorrow, Gwyneth Paltrow, Jude Law, Angelina Jolie, Giovanni Ribisi,Action, Adventure, Mystery,37.76,PG ,"86,110"
1201,Deep Rising, Treat Williams, Famke Janssen, Anthony Heald, Kevin J. O'Connor,Action, Adventure, Horror,11.20,R ,"38,839"
1202,Broken Arrow, John Travolta, Christian Slater, Samantha Mathis, Delroy Lindo,Action, Adventure, Thriller,70.77,R ,"101,930"
1203,Romeo Must Die, Jet Li, Aaliyah, Isaiah Washington, Russell Wong,Action, Crime, Thriller,55.97,R ,"71,974"
1204,Windtalkers, Nicolas Cage, Adam Beach, Peter Stormare, Noah Emmerich,Action, Drama, War,40.91,R ,"71,200"
1205,Hit and Run, Dax Shepard, Kristen Bell, Bradley Cooper, Kristin Chenoweth,Action, Adventure, Comedy,13.75,R ,"36,817"
1206,Red State, Michael Parks, Melissa Leo, John Goodman, Michael Angarano,Action, Crime, Horror,1.10,R ,"65,756"
1207,Red Heat, Arnold Schwarzenegger, Jim Belushi, Peter Boyle, Ed O'Ross,Action, Comedy, Crime,34.99,R ,"73,274"
1208,American Ultra, Jesse Eisenberg, Kristen Stewart, Connie Britton, John Leguizamo,Action, Comedy,Nan,14.43,R ,"93,782"
1209,Heist, Robert De Niro, Jeffrey Dean Morgan, Dave Bautista, Kate Bosworth,Action, Crime, Drama,Nan,R ,"31,514"
1210,Sphere, Dustin Hoffman, Sharon Stone, Samuel L. Jackson, Peter Coyote,Action, Mystery, Sci-Fi,37.02,PG-13 ,"109,140"
1211,Ride Along, Ice Cube, Kevin Hart, Tika Sumpter, John Leguizamo,Action, Comedy, Crime,134.94,PG-13 ,"118,286"
1212,Point of No Return, Bridget Fonda, Gabriel Byrne, Dermot Mulroney, Miguel Ferrer,Action, Crime, Drama,30.04,R ,"29,212"
1213,Big Stan, Rob Schneider, David Carradine, Sally Kirkland, Jennifer Morrison,Action, Comedy,Nan,Nan,R ,"45,849"
1214,Hotel Artemis, Jodie Foster, Sofia Boutella, Dave Bautista, Sterling K. Brown,Action, Crime, Drama,6.71,R ,"55,568"
1215,The Jewel of the Nile, Michael Douglas, Kathleen Turner, Danny DeVito, Spyros Fokas,Action, Adventure, Comedy,75.97,PG ,"59,781"
1216,Solomon Kane, James Purefoy, Max von Sydow, Rachel Hurd-Wood, Pete Postlethwaite,Action, Adventure, Fantasy,Nan,R ,"74,833"
1217,Broken City, Mark Wahlberg, Russell Crowe, Catherine Zeta-Jones, Jeffrey Wright,Action, Crime, Drama,19.70,R ,"82,063"
1218,30 Minutes or Less, Jesse Eisenberg, Danny McBride, Nick Swardson, Aziz Ansari,Action, Comedy, Crime,37.05,R ,"104,031"
1219,Murder at 1600, Wesley Snipes, Diane Lane, Daniel Benzali, Dennis Miller,Action, Crime, Drama,25.83,R ,"31,870"
1220,Mercury Rising, Bruce Willis, Miko Hughes, Alec Baldwin, Chi McBride,Action, Crime, Drama,32.94,R ,"76,032"
1221,Ironclad, Paul Giamatti, Jason Flemyng, Brian Cox, James Purefoy,Action, Drama, History,Nan,R ,"42,861"
1222,Hobo with a Shotgun, Rutger Hauer, Pasha Ebrahimi, Robb Wells, Brian Downey,Action, Comedy, Horror,0.70,Not Rated ,"47,469"
1223,Flight of the Phoenix, Dennis Quaid, Miranda Otto, Giovanni Ribisi, Tyrese Gibson,Action, Adventure, Drama,21.01,PG-13 ,"55,558"
1224,Conquest of the Planet of the Apes, Roddy McDowall, Don Murray, Ricardo Montalban, Natalie Trundy,Action, Sci-Fi,Nan,9.81,PG ,"34,052"
1225,Varisu, Joseph Vijay, Rashmika Mandanna, Shaam, Prabhu,Action, Drama,Nan,Nan,Not Rated ,"34,233"
1226,"Tomorrow, When the War Began", Caitlin Stasey, Rachel Hurd-Wood, Lincoln Lewis, Deniz Akdeniz,Action, Adventure, Drama,Nan,R ,"31,557"
1227,Gringo, Joel Edgerton, Charlize Theron, David Oyelowo, Thandiwe Newton,Action, Comedy, Crime,4.97,R ,"31,209"
1228,Undisputed, Wesley Snipes, Ving Rhames, Peter Falk, Michael Rooker,Action, Crime, Drama,12.76,R ,"33,380"
1229,The Replacement Killers, Chow Yun-Fat, Mira Sorvino, Michael Rooker, Kenneth Tsang,Action, Crime, Thriller,18.97,R ,"29,787"
1230,Seeking Justice, Nicolas Cage, January Jones, Guy Pearce, Harold Perrineau,Action, Crime, Drama,0.04,R ,"47,113"
1231,15 Minutes, Robert De Niro, Edward Burns, Kelsey Grammer, Avery Brooks,Action, Crime, Drama,24.40,R ,"51,138"
1232,The Lovebirds, Issa Rae, Kumail Nanjiani, Paul Sparks, Anna Camp,Action, Comedy, Crime,Nan,R ,"26,895"
1233,Chennai Express, Deepika Padukone, Shah Rukh Khan, Sathyaraj, Nikitin Dheer,Action, Comedy, Drama,5.31,Not Rated ,"58,273"
1234,Antitrust, Ryan Phillippe, Tim Robbins, Rachael Leigh Cook, Claire Forlani,Action, Crime, Drama,10.97,PG-13 ,"29,796"
1235,Welcome to the Punch, James McAvoy, Mark Strong, Andrea Riseborough, Peter Mullan,Action, Crime, Thriller,0.01,R ,"34,000"
1236,Thunivu, Ajith Kumar, Manju Warrier, Samuthirakani, John Kokken,Action, Crime, Thriller,Nan,Not Rated ,"27,509"
1237,Sooryavanshi, Akshay Kumar, Katrina Kaif, Ajay Devgn, Ranveer Singh,Action, Crime, Thriller,Nan,UA ,"77,889"
1238,2, Rajinikanth, Akshay Kumar, Amy Jackson, Adil Hussain,Action, Sci-Fi, Thriller,5.57,Not Rated ,"25,641"
1239,Shazam! Fury of the Gods, Zachary Levi, Asher Angel, Jack Dylan Grazer, Rachel Zegler,Action, Adventure, Comedy,Nan,PG-13 ,"69,162"
1240,The Fast and the Furious: Tokyo Drift, Lucas Black, Zachery Ty Bryan, Shad Moss, Damien Marzette,Action, Crime, Thriller,62.51,PG-13 ,"282,271"
1241,Mortal Kombat, Lewis Tan, Jessica McNamee, Josh Lawson, Joe Taslim,Action, Adventure, Fantasy,42.20,R ,"180,662"
1242,Murder Mystery, Adam Sandler, Jennifer Aniston, Luke Evans, Terence Stamp,Action, Comedy, Crime,Nan,PG-13 ,"155,056"
1243,Van Helsing, Hugh Jackman, Kate Beckinsale, Richard Roxburgh, Shuler Hensley,Action, Adventure, Fantasy,120.18,PG-13 ,"274,231"
1244,Exodus: Gods and Kings, Christian Bale, Joel Edgerton, Ben Kingsley, Sigourney Weaver,Action, Adventure, Drama,65.01,PG-13 ,"172,789"
1245,Birds of Prey, Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, Jurnee Smollett,Action, Comedy, Crime,84.16,R ,"249,065"
1246,Godzilla: King of the Monsters, Kyle Chandler, Vera Farmiga, Millie Bobby Brown, Ken Watanabe,Action, Adventure, Fantasy,110.50,PG-13 ,"190,215"
1247,Unhinged, Russell Crowe, Caren Pistorius, Gabriel Bateman, Jimmi Simpson,Action, Thriller,Nan,20.83,R ,"72,176"
1248,Sucker Punch, Emily Browning, Vanessa Hudgens, Abbie Cornish, Jena Malone,Action, Adventure, Fantasy,36.39,PG-13 ,"246,506"
1249,Immortals, Henry Cavill, Mickey Rourke, John Hurt, Stephen Dorff,Action, Drama, Fantasy,83.50,R ,"171,911"
1250,Hercules, Dwayne Johnson, John Hurt, Ian McShane, Joseph Fiennes,Action, Adventure, Fantasy,72.69,PG-13 ,"160,075"
1251,Those Who Wish Me Dead, Angelina Jolie, Nicholas Hoult, Finn Little, Jon Bernthal,Action, Drama, Thriller,Nan,R ,"65,517"
1252,Dante's Peak, Pierce Brosnan, Linda Hamilton, Jamie Renée Smith, Jeremy Foley,Action, Adventure, Thriller,67.13,PG-13 ,"94,210"
1253,The Tourist, Johnny Depp, Angelina Jolie, Paul Bettany, Timothy Dalton,Action, Thriller,Nan,67.63,PG-13 ,"248,911"
1254,Gunpowder Milkshake, Karen Gillan, Lena Headey, Carla Gugino, Michelle Yeoh,Action, Crime, Thriller,Nan,R ,"47,624"
1255,Speed Racer, Emile Hirsch, Matthew Fox, Christina Ricci, Nicholas Elia,Action, Adventure, Comedy,43.95,PG ,"76,033"
1256,Miami Vice, Colin Farrell, Jamie Foxx, Gong Li, Naomie Harris,Action, Adventure, Crime,63.45,R ,"120,178"
1257,Taken 3, Liam Neeson, Forest Whitaker, Maggie Grace, Famke Janssen,Action, Crime, Thriller,89.26,PG-13 ,"197,769"
1258,Don't Breathe 2, Stephen Lang, Madelyn Grace, Brendan Sexton III, Adam Young,Action, Crime, Horror,32.64,R ,"62,796"
1259,S, Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J,Action, Adventure, Crime,116.93,PG-13 ,"150,800"
1260,Sahara, Matthew McConaughey, Penélope Cruz, Steve Zahn, Mark Aspinall,Action, Adventure, Comedy,68.67,PG-13 ,"100,382"
1261,The Time Machine, Guy Pearce, Yancey Arias, Mark Addy, Phyllida Law,Action, Adventure, Sci-Fi,56.68,PG-13 ,"126,985"
1262,Project Power, Jamie Foxx, Joseph Gordon-Levitt, Dominique Fishback, Rodrigo Santoro,Action, Crime, Sci-Fi,Nan,R ,"92,893"
1263,G, Demi Moore, Viggo Mortensen, Anne Bancroft, Jason Beghe,Action, Drama, War,48.17,R ,"84,096"
1264,Cowboys & Aliens, Daniel Craig, Harrison Ford, Olivia Wilde, Abigail Spencer,Action, Drama, Sci-Fi,100.24,PG-13 ,"225,932"
1265,Beneath the Planet of the Apes, James Franciscus, Kim Hunter, Maurice Evans, Linda Harrison,Action, Adventure, Sci-Fi,19.00,G ,"48,808"
